San+JoseCA471,Santa+ClaraCA444,4.5
San+JoseCA471,Santa+ClaraCA389,4
San+JoseCA471,San+JoseCA472,3.5
San+JoseCA471,Oak+BrookIL301,14.5
San+JoseCA472,San+JoseCA471,3.5
San+JoseCA472,Santa+ClaraCA430,2
San+JoseCA472,Santa+ClaraCA389,3.5
San+JoseCA472,Santa+ClaraCA431,2.5
WeehawkenNJ543,New+YorkNY293,8
WeehawkenNJ543,AtlantaGA127,18.5
WeehawkenNJ543,New+YorkNY294,2.5
WeehawkenNJ543,WeehawkenNJ544,2
WeehawkenNJ543,WeehawkenNJ552,2
WeehawkenNJ543,Oak+BrookIL300,12
WeehawkenNJ543,Jersey+CityNJ244,2
Oak+BrookIL307,Oak+BrookIL315,2
Oak+BrookIL307,Oak+BrookIL300,2
Oak+BrookIL307,Oak+BrookIL301,2
HerndonVA193,HerndonVA496,3
HerndonVA193,AtlantaGA126,4.5
HerndonVA193,AtlantaGA127,7.5
WeehawkenNJ544,Jersey+CityNJ245,2
WeehawkenNJ544,London274,4
WeehawkenNJ544,London275,4.5
WeehawkenNJ544,London276,4
WeehawkenNJ544,WeehawkenNJ543,2
WeehawkenNJ544,WeehawkenNJ552,2
WeehawkenNJ544,New+YorkNY293,5
WeehawkenNJ544,HerndonVA495,4
Oak+BrookIL308,Oak+BrookIL315,2
Oak+BrookIL308,Oak+BrookIL300,2
Oak+BrookIL308,Oak+BrookIL301,2
TorontoCanada537,WalthamMA555,1
Oak+BrookIL309,Oak+BrookIL300,2
Oak+BrookIL309,Oak+BrookIL301,2.5
TorontoCanada538,Oak+BrookIL300,1
Palo+AltoCA317,Santa+ClaraCA388,3
Palo+AltoCA317,Palo+AltoCA104,2.5
Palo+AltoCA317,Santa+ClaraCA336,2.5
Palo+AltoCA317,Palo+AltoCA318,2
Palo+AltoCA318,Santa+ClaraCA363,2
Palo+AltoCA318,Santa+ClaraCA364,2
Palo+AltoCA318,Palo+AltoCA317,2
Amsterdam119,London274,2
Amsterdam119,London275,5.5
Amsterdam119,Frankfurt185,1
TukwilaWA508,TukwilaWA509,2
TukwilaWA508,Santa+ClaraCA429,7
TukwilaWA508,ChicagoIL155,9
Oak+BrookIL310,Oak+BrookIL300,2
Oak+BrookIL310,Oak+BrookIL301,3.5
TukwilaWA509,ChicagoIL155,6
